,size_factor
0c463362-7925-4d9a-9d63-098b50af2fb9,1.1241698577840948
93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1,0.6412007082149953
d761bc06-dee8-478a-be99-8af9c504e49c,0.5059427285653717
0ec6ed47-db99-4273-9823-ffbde6a77091,1.5661921150441314
f38d49b7-6cad-4460-abd0-3685a3b2d941,0.7577969622686431
e6c8c5fc-158a-4de4-b3f6-3b645584bbc7,0.6312502306265908
49929108-023e-4d35-b26d-50ab4d3ae581,1.1737884900918472
85e95dda-6198-464a-9187-fd0832bebb72,0.6285646690164783
fafd4576-0709-49e1-926f-ad1ee09907ec,0.4999919492485967
7a481097-14a3-4916-9632-d899c25fd284,0.7349571973833842
4881a390-c4e4-48b4-ae66-140c64a87614,0.5710647443090529
07dc5a1d-64b7-42ba-928e-9753bd533c1e,1.0687921065918953
628408ce-0691-4e0b-b4c7-aca9a0d73bb0,0.9483782424336906
d651f9ba-8746-46c4-852c-6c2992c7d10e,0.36268380362037894
a56f6562-d2af-47b9-bf81-94b3b4893173,1.3466191143669546
8632579e-d318-4dab-9994-d3945afc42ab,1.070909624402764
a5e14add-1552-4606-9ffe-3a03bcf76640,0.8619263604261465
56eb96a4-d2c2-42fb-b26c-1a80012bcb8e,0.40886240203750485
84959e50-17f5-4f2b-8e0c-5ebb139d2c3a,1.9797818165991072
ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1,1.0641555355935903
622cc1c4-d721-4b5c-a88b-216d6368660b,1.3076889714829485
5f1399ef-8100-49e7-806f-9f532e55c0ba,0.7612576510695809
7570761b-c333-40df-ac8c-9b7f94c58ef9,1.311166712624553
8a84b03a-e37e-4827-98f0-4d480ec31037,1.361333745682208
e3b6018c-ab2c-47c5-b183-a295d0110835,1.822633500524354
d71ae66e-2c8a-4fd8-8b4b-a5a2d456a21d,2.1886658278432427
ba49b428-246d-46d2-b549-39a5fc8f7003,0.6852883591904368
8d0fa506-3f51-4108-8427-7dabf270bcd4,1.4623111927975003
b823d6e5-54b0-43d3-95e2-9be33dc6f734,1.8116487697813815
4f601d7b-8db1-4c6d-9374-21dcd804980d,1.2152695013620747
10994156-7c2f-420e-aeb8-11d566b3d5e4,0.6892201193194784
28d03569-8717-40da-8989-70baf2b18f9f,1.3097527130522615
0e87e5fd-d5bb-4c0d-952d-711a6abbf336,0.7511518731660246
dca004bf-9c14-45a1-b186-ab3759f6c7fe,1.233045036945632
e3b0ee77-c419-4b2b-833f-90a221415489,1.0025734205840395
98d45099-feae-4dad-aa38-ec03fed6d999,0.7243979636735891
081a3dc7-45e1-457d-add0-c4686140a8d0,0.6864711272922295
c8d6fe73-3504-42a5-9723-e1916fba8208,1.3344226566871633
c293a148-a88c-4fb3-b2f4-e64e918044f9,1.6219865025109184
d259eeb2-d15e-436d-9d37-2d0b7658bc91,1.7551928017471128
3334201d-a3c0-45ec-a9ed-cf48cc8c38e8,0.7447211349785691
c0b8c55c-b993-481d-aeea-9ebfa64ee20e,0.5404236631258923
10881458-55b2-41d1-8358-4ee6ccb8ec85,1.5881786118397174
6a4031c6-ee88-48be-81a5-a522720edd02,1.7156824284480026
aec0c661-afac-4f7a-8c31-154d743f2499,1.5121613243838903
27e2438d-bd01-4c50-9102-563276ed9922,1.6115716625027452
f9b5e6a5-c2da-4a0d-9251-bb6f557b7b58,1.2766814793598693
95d4f0c4-5997-4ffb-b876-0ddfeee972bb,1.2914986572938423
a117ace8-ac5a-48d8-8aee-3024d6f0f873,1.310881875923796
19089ae0-b590-4649-9d94-a147fa506e32,1.2928437237946597
764c97c9-01d3-45cb-86bd-f8a52b5468da,0.6639649257018203
96ac1f4b-79b0-4517-8caf-fc05abcaaf4f,1.313857831944369
92554413-9ebc-4354-8e1b-9682f3a031d9,1.3462136257502375
fb4cc403-694c-421f-b360-3108b6d57ad5,1.2810686854025368
af06cde0-c69a-4bb1-a234-8023b95e4835,0.7557753887970249
835c3e23-ac2b-4bc9-ac65-e3e81adecf77,0.6418181923276056
76e96b5a-b565-42c7-a651-34d5132e6dde,1.718173064482716
cac80259-3a26-4a99-b0d3-13454068e6ed,0.6426123610202421
9fd08502-355b-4f5a-a25c-73ec7184f6d3,1.4149346860692018
b612d491-7442-4119-a53c-5ebcc35c31f4,0.7252923919233746
d4e1472a-7b5f-46f4-acb7-b961f634e28e,0.48224742119225494
8c0894fb-5e78-40ae-be0b-329ca30f758a,1.3206201806423195
15d1b0fb-5c5f-4689-94f5-b33120a2bfae,1.3434981862374729
124b6856-f581-46da-9068-b0a49b999785,0.25806348336642204
0cbe9848-8eac-4ea8-a36b-fb74b4a33de7,0.6238356782296433
849031de-ac8a-4012-9362-d192512997f1,1.363881814628141
73f9681a-f9ef-4880-bd16-93624fd117c6,1.3400367358543315
131e0571-de86-415f-b3fb-dc9f971258d3,1.3991838069101836
8368d745-c74d-4236-ba75-16ca7aaeb3ca,0.6097616100009279
99c532b0-6b42-4925-a344-fc7262c415ee,1.9110943155564988
f4a804d3-b5c4-4da5-800f-6e5757ecfa1c,1.626718631591595
93ca8937-97c0-4f6e-bdec-66d32f2a7b3d,0.3304767344552129
e2edbf3f-25d8-49aa-b656-2a59c3b99aeb,0.7446336751393091
e6ec5a68-7555-4f26-bd7e-9cdb4c5f7004,0.6824708005202927
39d3b5b3-d51e-4d77-a8aa-2977fa734fab,0.7264979555616329
043a4745-566b-4106-b159-99cb8b394b81,0.7598249824960414
a8b4284d-cbbb-43e3-897b-d04af4bfba74,1.5011263970900681
9cdca5d8-ea77-4df9-b2ba-0d5e8ec37bcd,1.2901767417564796
b76d1de7-6447-474d-bf67-77e0bb2da73a,1.2903664896904854
b89267a4-0e6b-401e-85b0-e66775858aa6,1.5632886554733345
1ad0b9b9-7ded-4281-b114-9dcc6138c037,0.767320778980947
92c043b6-8d53-4c1c-808a-c4be5e2926e6,1.9233241716414287
c21d2c68-920f-4526-b754-286579c049f3,0.9761548861909248
565e2726-4942-4726-89d3-c5e3797f7204,1.3466161417015072
c4d74653-d26b-4e51-aee0-82ee3d42f883,0.746729927628667
7ea546ce-f48a-4d9c-96b4-a0124c692870,0.6617563195147222
31d960d7-8f5b-4d22-bf5e-fae0849c4efd,0.97103460637381
e5921d6b-51cf-44be-b295-610cf7c3a69a,1.441807729579929
93edb105-5dc9-4a4a-9fca-c91f0161fcc7,1.4537561714199647
6fbc2b46-6762-4778-aa7e-782162c5397c,0.5840854964723816
5e7074a6-5011-4dc5-950c-41365dbc6d09,1.017807004592054
f87c6dcc-1a9e-4df5-962c-1f946e2611f8,0.466900359504228
a435fdf4-a89a-499e-9006-cbb5693eab26,1.1634484262949694
94067eb7-98b7-4975-bab1-c09e1b454a25,1.7747116378071588
40c217ee-429f-41f4-adc6-db9186622b17,1.3596186108304726
c777a777-373a-4773-9566-6c373261f00a,0.6309728522078129
55697871-b9aa-4acd-8dbe-dcd5391db8f0,1.0362077483428465
26a12266-c6d8-42f9-bd4e-5093d827ac9a,1.259110179049989
b079a153-62f9-4026-a2f8-a1390168bbb9,0.7762817971261864
cc1d6ad3-b60d-482e-8fa4-0af26823007d,1.262243259806652
3758f4f7-ac2f-4f9d-bee2-526196f8129a,1.3726919143732093
a19cd9f8-482b-4b70-b7d7-06d6bb1b0260,0.9112585245573245
bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d,0.9802499705456085
750770db-53cf-4021-a8c2-5e0ddb97fef5,0.6334767087275104
38d65618-4857-490e-86b3-0a3f772a9f60,1.0081724289285783
755d3bde-76c3-45c1-8427-8e4d5d686dc1,1.4725445831007629
d655bbf6-c710-411d-aff5-ceb0fb6e6680,0.6137023396784057
25c3201a-3dd5-4edf-ad09-104e5c10663e,1.0519127319548587
0687bea4-911a-4ef2-9fa2-531ef6ba7910,0.9371802472305885
b4c3cf95-a27c-4bcf-9321-38723473e83b,0.8156487727227651
7144a65f-a63f-4b79-8fe2-cfe48696de03,1.0825699266091613
80e677b1-5ebe-4069-a1a5-1538ffee6642,0.7756257672570189
4a785dc7-f5f6-4607-a19d-e6354b2fb5a9,0.9641130503368927
cee553c8-460d-436b-b55d-8f41624816cc,1.008445446486496
b107565b-7558-4745-952b-689178367e1c,0.6498776634623505
bc42fe2d-1a33-428d-a601-b1871f4c8d9b,0.8066066183132964
912b61a1-6a5b-451c-b753-9c3dac03e8cb,0.6377257422621506
39aec099-a33e-47a4-a602-cbf65ddd3830,1.6395041828561343
21ddbfaa-1b21-4a2b-be2c-237dd69b20ff,1.2918055030188524
eb4e4e09-98b3-4e85-8dd2-75676ff2af14,2.095091978212318
9c45eaec-d854-4f51-80a3-2d80d6b4aebc,1.832691667899457
326c1637-ea91-4006-b440-d38420af1ae5,1.3850118057701715
dde411b2-5d2b-4638-8149-89bc1eb3c7ad,1.3740938801048468
5116e3b4-2bac-40f5-8046-b9c1783faaa5,0.5559084714679359
fbb69964-f962-4b89-b59b-dd05f8faf61a,1.167110186627932
c594196e-49ef-4195-a6b6-4ef4a1d9ec15,0.7958134053503712
7ad0617e-bc4a-4869-8419-744f04d9b7a3,1.2923842211483763
47a8e514-904c-4867-8f43-7eb573be835b,1.6577881670117567
639e1050-088a-48fe-a0ef-4a01a3468cac,1.5716664564283687
d5a296ae-c165-413c-adcc-33c9e99ff873,1.5753341653933086
be85f845-b281-467c-8b97-bed7b7fdff64,1.0412723165615614
2c30dc20-18a8-44f9-ab10-558c1e5634dc,1.3397310619852962
5d73b382-3da3-4220-890e-2095228bbe6c,1.8058028723832693
ac13d568-f79e-4ba7-b7bf-18e4354e0920,1.361028013673708
57cdaa1c-4e94-4a28-ab3b-300c0457555f,1.9560280318797973
fb9e7684-a7f7-4f17-bc5d-1f359e1b0d42,1.5513109520992872
eb191e71-4b6e-4c8d-8348-519be5a1e657,2.0862545300130355
a06c09a8-0951-49f4-a765-5147bbcae109,0.5845758221082559
7b47489f-c3cc-4388-b5d7-c7c02790a5f6,0.5334739617884479
f3b9defb-88ed-4c95-9feb-7197d869676c,0.6243447624832088
613aa3e8-a70b-45a9-9c08-0c2346c8bf00,1.259072230928712
23d0681a-912a-408f-b19a-0bbcf5ffc2f3,0.6799816818837447
ca5b878f-8bff-410a-8e6e-b1c133018c8d,1.1060045812232897
cc22913d-2dda-48bb-82aa-9960b73f3e44,1.772412149648963
58facedb-fcb8-4ecf-8338-2bfa4947acef,1.0758662066291311
a512701f-88bb-4b05-8c94-fd285b9dd13e,0.5667177617872533
aa85d9e8-caa6-422c-95ce-780e4ac2a5e4,0.7823490088599797
d976782c-90c1-421d-b83c-7fc2617e2709,2.180582706553886
2a971e32-b0e7-4a3f-8c40-62d69c0307d8,0.38974696861569635
e83e5700-f968-4978-bb78-56a83936ce8c,1.1832131277499995
568dbda7-88b5-4330-881f-dc5d6c7ce4ae,1.810616625562834
aa909ffb-03e1-4e3f-8888-2212b23d90b7,0.1538374802425122
5f6ed48b-3b5a-4d20-8fbf-c9aa3feea186,1.2577710158757038
35c295c2-37d1-44b2-87a3-1039645e5bae,0.7275514392838276
96e013d9-8e89-46a7-8d07-bae95af36708,0.9819931178002558
d5a1f43e-25a7-47f5-b63e-43714f9f732a,1.2779815851869332
654c6f5c-3e5c-49f0-b53f-87cd9797d7c9,0.44600780166132614
3a8ca50f-bc9f-4250-8c8d-22893763ea46,1.494486683910963
da21e143-dbf6-4ac7-8872-f1d9ae39512d,1.0541187895304123
65056295-8fcd-4f82-a3c9-a5acd79521fe,2.2117307636427155
f83b909c-da90-41ed-b532-a2ef9371cff9,1.2555761400771022
c6f6c032-5d4e-4028-aed0-24a587620354,1.3592795862560283
32b77693-18e1-4692-8488-add1940c9e7c,1.5301972352443713
384400c1-98d6-4cc3-8724-de6711f6208b,0.7143160414772959
2c0a725a-e829-4d84-89d9-d0d47f6cfa37,1.3757611329875714
75c3004d-1ef4-49f9-86e0-1bb7b9553a3d,1.4969069775198975
26a41625-4680-47b2-afa9-6a72b148e1c0,1.497487715353453
7a70f061-9a6f-408e-a416-7f5295ceba3b,1.0849763541989759
c7c5348f-5708-45bf-b40e-1bf7c9348f60,1.0208355707301904
c616f95f-4ea1-4019-8c17-041878085c88,0.9245169898251805
c6ed47f4-358b-4f06-b5cd-cdf1d5c47b43,2.2439431987836578
ad440651-a2de-4bb1-90da-1e5e8975ab59,0.5781516126994792
e3ca9046-9634-4332-b19f-88b18110f941,1.4641086080167194
265d7b06-65fe-42c5-ad21-e6b160e94718,0.6899318513656189
6baf61b6-ae5b-42f0-adc9-0d26fda231f7,0.7949471122578439
c113808a-773f-4179-82d6-9083518404b5,1.5229521148139034
cab7bdbc-0a11-4901-97c3-26b884f79cb5,0.7710957772635371
ac6a3df9-41b1-4e5a-a15e-f44481384c23,0.7178893779739599
0cb0dac8-4ce2-444a-b1ae-1550e065b4d9,0.715021515870219
39b6ae01-c97b-4234-8a28-208fdf170432,2.1395327677242397
960d278c-c87d-42dc-ad28-42e010d8f0f1,1.3557037255783475
9743d31a-ea8f-4847-87d2-ebf77cc5983d,0.7660920250204523
35c9264f-34ec-4d75-ab80-aaac86108fc8,1.1218810486796167
e75985cb-357e-4072-b047-eea37965d70c,1.4612082132425734
401a37f3-6630-4400-a811-a262351e37de,1.3348254693170687
143f2dd6-a280-41c5-9242-442ef91b73ec,1.0503953121027187
acd51808-870c-4684-a2de-aa0b058729e1,1.726093966631369
eecaa5cd-0b69-4af2-a782-035025f207b6,1.6493808817114735
bce5579c-08c6-48e9-853e-fac85ba8cbea,0.8315290659817769
a6f98ee5-9638-4ebe-804b-fba54aea9f90,1.256544585158442
ebc5a6f8-34fd-48c1-a2b9-7f60f45fbf27,1.2293855856639637
1c111912-c664-42f5-9802-065b1994a2f4,0.9964740458507507
31a3877d-3e82-450e-811f-3448b06f3950,1.2653809677975918
e588714a-7753-4c3c-abb6-eaf1aab53ab3,1.3869296401322886
04d7a52f-a89b-4114-a608-a6254b4d604f,0.7877521304438074
4138aca8-e085-45fb-b353-74852efe61bf,1.4345883542837374
b6202d8d-dd3c-4fa2-9242-6e55759846af,1.2661741133980613
d9fb85c3-ade1-47bf-8159-170f81eb130f,1.197553774078798
4f786107-3cf5-4ab3-bba4-f399dee23f0e,0.696945838390434
268c01b3-d2ce-44c0-a2fe-ea846a1253cc,1.4260459006961075
20ccd267-74e5-4574-a8e1-028bcd74aaeb,0.9084565349410945
c5c4a0a5-900d-483d-9282-475654d63265,1.2349680627988158
57b0f89f-1b75-453e-922c-01cd4d44ca49,1.520668376142383
6fc5e56a-1f5e-4ff1-948e-5ef636ebb48d,0.5986833568734479
ce00896a-f7d2-4123-bb95-24cb6e53fc32,1.1120854891955005
3e1886a8-2ed2-41ee-8b58-10f5321ade6f,1.1841570788587086
4c6c8d3d-e4a3-490a-9211-cfbe7e6ee25b,1.4875082291062784
b728e6e8-a0e4-496b-904c-6f07c12e901f,1.2067662758058517
6454ff0c-26f8-4cc2-b77c-7e5abdc20acd,1.3827674056320427
7dfbc0ed-e684-4966-8b59-fb6b9e80c129,0.340327726039748
8e87ddca-f43e-4c6f-9d5b-430b666a7f6c,0.7085434246645905
227f945f-76fd-4a63-9609-d4e730a3d22a,1.1498758175557517
af17788e-a562-43aa-bd36-fd3e031f483c,0.6538479293543487
56c8b812-ca8e-4eb2-b0fe-f264316789bf,1.535910790660386
e17959bd-045d-4540-b43a-c3863e8ff3c0,1.0899862004328318
93690a96-421c-4c59-85ba-fa6dd538c721,1.1342118730794162
e457344d-76fb-46bf-b362-61a6e811d131,0.5962810904991406
27d9c162-11bb-48fb-a41a-aa05fcb4c1c2,1.17150020433033
36eaf209-c332-4321-b6aa-51a3368ecd79,0.83930808925725
4beee9d4-ee52-4fed-bcc4-d300f5ddd4d0,0.6928031837140783
03efbc94-a43d-4db0-9377-e397348430a6,0.27604626947819827
a85e8208-a6f5-4e91-8f35-ef574f4273fc,0.9463038774790706
14efca0c-882d-4fba-b15c-64af6e213b80,0.36121957096189494
e7af286b-3dec-4cf2-8fbd-fa64b3efdf7f,1.682585334421511
132229e5-947d-43e9-a54c-a97d4be7d604,0.5317362637667297
95a54459-3fac-42d5-8ec1-ed66d971d64d,1.3826174162489229
1fd75c4d-e74c-410c-a150-814722c6c1cc,0.38622125591805506
c085da47-d634-491a-80ea-514e5a231f70,1.0946618362018754
8c043ecd-2265-411f-bc3b-dc341cf56ac2,1.6013522880424866
eed7405f-f8f3-41a4-a0e7-242f23087f59,1.264629973885088
f4e047a5-bdb2-4bc2-aff0-e0f45bcc9062,1.2679904219014326
d9d7f0d4-fa64-48f2-8037-52cbf0b34ad8,1.1626708716698897
0f940ec0-eb0b-422a-a764-a26c8e5c216d,0.1976019486921903
ffa7e03a-4a3c-41f0-937a-4fb862fd2194,1.4351380183317726
f89bbd17-c732-4847-b71c-a8627a702747,1.1817150565691816
264c0d45-078a-4207-a101-71f99bcd237e,1.7235646068477788
88832340-46ad-449c-8f81-6a8e5b495510,1.2959312556175344
2dced66c-1f0d-4039-a5e5-54cca77c16e9,0.6190452924377066
a9cb21d1-4c4a-4f30-ad4d-c54bed26f187,0.6908269897432452
33e989b9-fac4-47d8-b429-269044ac772a,0.3895955316060404
de287a25-981d-49f8-81af-fe0300e4cd31,0.60123762101192
01f493d4-229d-47a6-baa8-32a342c65d01,0.8026227435735286
64dcf1a5-c78c-4d3f-852c-15865b3b6189,0.9499833689064376
3470b1af-689f-467a-9f9e-de74088f9b94,1.4520782816597342
65ab030d-39f2-48ab-80ac-90cb1faa823a,0.7859209223431186
c8d7eb0f-2502-4277-a8ef-435b08f3c863,0.9366131248755263
81f6b141-2195-4091-9cd3-dfb022663949,0.5643482886757889
abb0d53f-f74e-45dc-8fbb-40863016f3c6,0.550619664054396
f2ef5afa-6191-43a1-a023-d53c0d985139,0.7482976600245703
3d8fd9b2-9aa2-4c81-8843-535ae66d6140,0.5584914133317025
cbe23011-93b7-4e9f-b934-bd0122f91f54,1.2370285576433078
86d18004-9478-4e46-83b4-4fbe445ccb70,0.803577654712196
567ddc8e-2b00-417d-a326-479cb02e08dd,0.7417933944251691
fd16b634-2e04-44a3-862d-fb03cd73c057,0.7226025971680453
aee20b98-df51-4ead-86cc-0d5f60a74b90,1.1338569334991737
df228c56-89ac-4122-93b3-6c0740c4ec09,0.7133000770402615
f5c3bc61-1018-4351-bb23-aacc1459365f,0.619050491564562
60ad2c8a-6bbf-43fc-ae73-cc1f6d6c163c,0.6361476874952666
6e9e0c2f-2ddb-40f1-8e8c-618119e62ec1,0.5647251358893564
05ff79c5-1127-4cac-8f4c-84089a3f2cde,0.49375697076845654
df5ab6cc-6f68-4b6b-95e2-954c6b57ba9c,1.5535564270001114
62d39be5-f029-4eb8-8b00-46470e06a755,0.7106422456585891
ef4bb5bf-4535-4bd1-8a74-aba920123ee2,1.2285580607474678
84e34cf2-b3bb-4a1a-8fb7-6c2c604c4008,0.6269762156834042
c658f35d-ceeb-4189-8e3d-03e3b9706667,1.0514473104746902
0a94eecf-4db2-4846-8383-c83ff02e4a9f,1.8253831242340202
f1e6ce83-b4a0-4643-8e8e-a1ef8a158a27,1.4382273242781105
74a0264d-1d31-430d-9a88-e7334c8aa96c,0.6402715265105419
e76258b7-e13a-4b05-855b-d792701ffba1,1.0884269693733215
ae6b315f-3f78-4695-adfa-48b0bbab2c89,1.2467776556451797
5498d5ef-ad24-4034-9750-7c996c5355e1,0.61076048919412
02f9668c-71e6-485f-88b1-b37dc8bdd2ab,0.7153183007969299
c8de215d-53a4-4e6c-be58-5887a8094815,1.2200891644795862
fac2c617-8149-45bb-b766-fbe13dc3c425,1.7258020312094473
3a785e32-7960-4c72-84c4-fb42c4dd86f1,0.8521685421602708
9c34830b-4d7f-4b41-9659-fbfc36c145c9,1.453643661988864
315ef7f6-ca21-4d87-8f19-40bd455885ec,0.6964017351836854
a782f174-241d-42c6-9bc4-61cc39f8b397,1.1092937813981898
21bdad0d-c6a2-428c-b2b4-0de282b34abc,0.5772490809284245
a54b322b-80d3-435c-8d14-25841b741f6c,0.944841164341775
bab21810-f51b-421e-a87f-1f1136cbc77a,0.9523882100288721
2b94070a-21ec-457b-88af-3d2a89b97ac6,1.3999235969649353
28033279-cc74-4775-afdf-2497f6ddb55c,0.33498557371518495
79d33c28-a7e2-4fca-8be1-a16fb6d68d49,1.1643782208006315
19d1a5fc-3ce9-4e43-a364-a4150bcf911b,1.4271366124437872
fa96d094-0165-401c-8fd5-6d1ee4ef3994,0.6680967719893602
7d8eab0a-e6c8-4449-9ebf-50c41db94a06,0.7151138866951606
a9e4b6db-8b4b-4345-a4a1-d63175eb0174,1.6095545426276836
192da41f-f0a5-494e-8eb9-96bcdae56ff8,0.9020313347383195
cc53bf9e-5e27-4305-a08b-552120c10aa5,0.599897935289774
6f2b5a14-569c-4084-8c67-b1a44d787897,0.6187871466364336
0dc41cd5-0672-407c-9b4a-0f5f3970aa54,1.36689334022499
fce1fd5a-54d2-4260-b187-4eb7035e96e9,1.4127244990599443
fdffda5f-72b2-4153-b7f1-d7043b7ca898,0.7699207678047288
286cbae3-8324-43b7-9b20-0f40dda1588e,1.0514665799763805
64b0461f-038d-4712-948e-818dc2f10eef,1.1050350686500812
14cc6f5b-5692-471e-98b4-ae200b3d8fed,1.3675131329881638
56d5b0b9-9093-4286-a2c6-7faa9a1680f5,1.7757434809811956
97f6c8d3-09a0-4128-8f10-41e736648a5f,0.7158049215643766
5342e2e8-1465-4f7b-9450-ef27280f80c7,1.253370935386417
ca22edd4-eb7c-4677-84aa-6f0354459a19,0.6694422817230673
85bdc1ac-a1a4-46c2-bc2d-e5fabf5c89e9,1.3507034782044078
955464c8-9c62-430c-87b8-107db5c980a8,1.1246767618783287
515a062e-f68e-4100-a923-bd2ce0bbe071,1.2405741767811211
4ad9784e-1edc-4186-9b45-4dfe0003f74b,1.2439591945856243
15b987ba-77ab-477b-a54a-65ec5c7c399e,0.6359157701846779
4be66108-e72a-406b-bb4b-f58ff2877336,0.6083639017032565
85a57cfe-f1c9-44d9-8b50-022c0d3438d1,1.2031118215072187
2c9996bb-af6e-4424-881a-e81b9c9aeb78,0.8310404146791985
db246424-3979-4f23-b316-8d30c449ee15,0.7404778511649371
41658cf8-0de1-4a97-bb60-0f0107c84e00,1.3236616732399502
35620be9-3ba5-4be7-9e00-83103e6a92e6,0.6418640984482644
857a5889-19e7-4208-8362-f1377c408037,0.7029394168446721
81a7184e-f9f5-4e3f-9603-5f5642386c1e,1.3793336949965775
0c53b010-4243-4da3-a059-7f54c9a850ec,1.515420573559898
1a09207e-9184-4f32-bd07-a9f4dc6c825d,0.621411149762824
e831369c-78c0-4c75-9cf3-f46ed669312e,0.5474286056404101
5eed7e8a-c219-4497-a99f-bfc48faca4d8,1.4632822895728657
c83d38fc-e011-4f75-a100-96513611f3e9,1.5085215353719974
64bd568d-0509-48fe-8d0a-aef2a85d5c57,0.7902376428528858
fa83dfb5-7386-4a35-9861-aa866478d5f1,1.1684377838539888
127f738d-afa1-42f6-a9a0-f33806667b84,0.775257544337436
77a44132-af22-4115-9fa2-78f2f74bf687,1.4533157488318997
0712566e-3371-4715-95f1-5b792e72d758,0.26775575926166784
a94e1279-a975-480a-93e9-7b1ff05cbcbf,1.5466902183963338
51dcbfac-6f04-4364-877d-0bf1bd566335,1.921276936381892
ea923671-3903-4a79-830d-e7e4b1eabab0,1.8233174512213333
3eb37b12-b8b4-40a3-bd8b-f89fc39c05fa,1.5825356558739994
9d8c4693-8e36-473b-bb34-a7cdc04dd223,1.4334284274644415
4563e4e0-a661-46de-ad25-9c86a621e147,0.37347361264798457
dc22eba5-6fb7-4875-b30a-99fa00758301,1.5259795745206068
01240896-3f3f-4bf9-9799-55c87bfacf36,1.6778025159554748
14c13b05-abfe-472e-83a9-b28f60e58ad8,0.8556995891374082
c46971a1-cbac-425d-bac2-f4142c92522e,0.2449173879165553
a123dc45-e427-461e-8d60-c51307aa498c,1.2271409998350435
733d8b6a-ca9d-4a69-8c9c-1f88733e8b68,0.6845809956290607
44c2854e-3f8c-48e1-b4d5-1b5778d4fce4,0.6451214552929382
2a7bbafe-d499-4241-ba3d-a52ba0a5db3c,1.3956048282721758
eeb42912-0c7a-46bb-bd95-369b2b425727,1.3116711752374761
d17a2ab0-faef-40de-a87d-1291868b200d,0.5017243419420387
e703af88-c05f-4d7b-b225-d640e4d1a2a5,1.2373974938561867
0f008098-d8aa-46dc-8445-cca59838c582,1.1183910237843717
d7ba64d7-b4e5-488d-9f28-bcb7bf3c0f35,0.6708304134238023
5da56982-6de7-4994-aa9e-3b01200b2959,0.5335111047259266
cc15469c-7bad-4e86-9da3-ae0c72e9d380,1.2396066802893424
33522271-b2ca-4da4-a942-501ab9117c51,0.8778627051950613
01ad5016-f691-4bca-82a0-910429d8d25b,0.6249076729551911
b3c267aa-345d-40d8-a8da-f9f08c64f9c7,1.9037531644982928
88e64f45-adc4-4223-9838-4d7d45b8f0c0,1.3497832874078861
f88c0259-58ff-4bcc-a777-7705cdbd8213,1.3406490242685078
381cf7f3-cd7b-4660-8175-ff8062f7bf78,0.6518572511527919
e8841edf-e070-425b-b4d4-bbb2115f9dbd,0.7141148923690164
dd4be58e-da22-4bcd-bf4c-2b9e60ffda19,0.7186536900990429
73a142e1-8ac2-4cfe-b8cf-7e9dea64f488,0.7443675935345513
091e3084-04ee-4497-893c-d46226dec78f,0.6348108481898037
1e0789d6-7efb-4807-8d36-cd9224675a0c,1.1941874405226993
c48e2ce0-3806-4675-92f3-d38ff67c5efa,1.4137113006591921
bf69a4ce-ec7e-4752-a86d-dcc80e3c9a57,0.7652971006384767
b718134c-5231-4f29-a423-7bad17c93fc5,0.99442409272811
