,epithelial,mesenchymal,tgfb_pathway,wnt_pathway,proliferation,cytotoxic_t,immune_suppression,hypoxia,emt_index,immune_balance,invasion_potential
TCGA-AA-3056,-0.14093959731543623,0.1511784511784512,0.18794642857142857,,,,0.43222222222222223,,0.29211804849388745,,0.240032238532658
TCGA-AA-3057,-0.14525407478427613,0.021885521885521887,0.03861607142857143,,,,0.23777777777777778,,0.16713959666979802,,0.10287783404918473
TCGA-AA-3058,-0.1339085969958453,0.1984287317620651,0.12366071428571429,,,,0.22333333333333333,,0.33233732875791044,,0.22799902152181237
TCGA-AA-3059,-0.2317034196228827,0.17272727272727273,0.13549107142857142,,,,0.16777777777777778,,0.40443069235015544,,0.2699608818893634
TCGA-AA-3060,0.02348993288590604,-0.0017957351290684624,0.01763392857142857,,,,0.15777777777777777,,-0.025285668014974505,,-0.003825869721772967
TCGA-AA-3061,-0.06839245765420263,-0.02356902356902357,0.08705357142857142,,,,0.28555555555555556,,0.044823434085179054,,0.06593850275687524
TCGA-AA-3062,-0.08165548098434004,0.13815937149270482,0.12700892857142856,,,,0.4077777777777778,,0.21981485247704485,,0.17341189052423672
TCGA-AA-3063,-0.006711409395973154,0.05409652076318743,0.07901785714285714,,,,0.25222222222222224,,0.060807930159160584,,0.06991289365100886
TCGA-AA-3064,-0.03515500159795462,0.061503928170594836,-0.062276785714285715,,,,-0.028888888888888888,,0.09665892976854945,,0.017191072027131868
TCGA-AA-3065,-0.06503675295621604,0.02132435465768799,0.0029017857142857144,,,,0.17888888888888888,,0.08636110761390403,,0.044631446664094875
TCGA-AA-3066,-0.028124001278363696,-0.03052749719416386,-0.038392857142857145,,,,0.0811111111111111,,-0.0024034959158001634,,-0.020398176529328654
TCGA-AA-3067,-0.08341323106423777,0.034006734006734006,-0.05825892857142857,,,,-0.01,,0.11741996507097177,,0.0295805182497716
TCGA-AA-3068,-0.019495046340683924,0.04410774410774411,-0.06428571428571428,,,,0.021111111111111112,,0.06360279044842804,,-0.00034146191864312114
TCGA-AA-3069,-0.050175775007989774,0.016835016835016835,-0.10714285714285714,,,,-0.09,,0.06701079184300661,,-0.020066032649925264
TCGA-AA-3070,-0.08820709491850431,0.06632996632996634,0.010044642857142858,,,,0.18555555555555556,,0.15453706124847066,,0.08229085205280676
TCGA-AA-3071,-0.007350591243208693,0.053759820426487095,-0.006919642857142857,,,,0.017777777777777778,,0.06111041166969579,,0.027095384406276464
TCGA-AA-3072,-0.1206455736657079,0.19506172839506172,0.2294642857142857,,,,0.36333333333333334,,0.31570730206076963,,0.2725857938875277
TCGA-AA-3073,-0.06983061681048258,0.00920314253647587,-0.13102678571428572,,,,-0.44333333333333336,,0.07903375934695846,,-0.025996513183663632
TCGA-AA-3074,-0.022531160115052733,0.022895622895622896,-0.006919642857142857,,,,0.21666666666666667,,0.045426783010675625,,0.019253570076766383
TCGA-AA-3075,-0.12751677852348994,0.22469135802469137,0.07834821428571428,,,,0.19666666666666666,,0.3522081365481813,,0.21527817541694777
TCGA-AA-3076,-0.01693831895174177,0.05510662177328844,0.09308035714285715,,,,0.2966666666666667,,0.0720449407250302,,0.08256264893394367
TCGA-AA-3077,-0.06775327580696708,0.06127946127946128,-0.022767857142857142,,,,0.1288888888888889,,0.12903273708642837,,0.053132439971785614
TCGA-AA-3078,-0.06871204857782039,0.024803591470258138,-0.08303571428571428,,,,0.03,,0.09351564004807852,,0.005239962881182121
TCGA-AA-3079,-0.1682646212847555,0.04051627384960718,0.010491071428571428,,,,0.04111111111111111,,0.20878089513436268,,0.10963598328146705
TCGA-AA-3080,-0.15212527964205816,0.2271604938271605,0.08035714285714286,,,,0.21444444444444444,,0.37928577346921866,,0.22982145816318075
TCGA-AA-3081,-0.1610738255033557,0.1447811447811448,0.15736607142857142,,,,0.26555555555555554,,0.3058549702845005,,0.23161052085653594
TCGA-AA-3082,-0.05081495685522531,0.06262626262626263,0.0453125,,,,0.3055555555555556,,0.11344121948148794,,0.07937685974074397
TCGA-AA-3083,-0.012144455097475231,0.01717171717171717,-0.0671875,,,,-0.07111111111111111,,0.029316172269192402,,-0.018935663865403796
TCGA-AA-3084,-0.049217002237136466,0.05555555555555555,-0.004241071428571428,,,,0.051111111111111114,,0.10477255779269201,,0.05026574318206029
TCGA-AA-3085,-0.09284116331096197,0.2,0.19285714285714287,,,,0.39,,0.292841163310962,,0.24284915308405242
TCGA-AA-3086,-0.07206775327580697,0.0425364758698092,-0.0203125,,,,0.29,,0.11460422914561617,,0.04714586457280809
TCGA-AA-3087,-0.08549057206775328,0.20078563411896747,0.11049107142857142,,,,0.21444444444444444,,0.2862762061867207,,0.1983836388076461
TCGA-AA-3088,-0.1548418024928092,0.14882154882154883,0.07901785714285714,,,,0.3233333333333333,,0.30366335131435807,,0.1913406042286076
TCGA-AA-3089,-0.20022371364653244,0.17991021324354659,0.1377232142857143,,,,0.36333333333333334,,0.380133926890079,,0.25892857058789664
TCGA-AA-3090,-0.06535634387983381,0.05544332210998878,-0.07901785714285714,,,,0.10222222222222223,,0.12079966598982259,,0.020890904423482723
TCGA-AA-3091,-0.15771812080536912,0.17542087542087542,0.12678571428571428,,,,0.37444444444444447,,0.33313899622624454,,0.2299623552559794
TCGA-AA-3092,-0.012464046021093002,-0.011111111111111112,-0.10022321428571429,,,,-0.1622222222222222,,0.0013529349099818903,,-0.0494351396878662
TCGA-AA-3093,-0.11393416426973474,0.20909090909090908,0.21919642857142857,,,,0.43444444444444447,,0.3230250733606438,,0.2711107509660362
TCGA-AA-3094,-0.05129434324065196,0.04691358024691358,0.08125,,,,0.27444444444444444,,0.09820792348756555,,0.08972896174378278
TCGA-AA-3095,-0.070629594119527,0.09292929292929293,0.020535714285714286,,,,0.2877777777777778,,0.16355888704881993,,0.09204730066726712
TCGA-AA-3096,-0.14077980185362735,0.037149270482603816,-0.010714285714285714,,,,0.2388888888888889,,0.17792907233623118,,0.08360739331097274
TCGA-AA-3097,-0.08756791307126878,0.02154882154882155,0.05959821428571429,,,,0.14333333333333334,,0.10911673462009033,,0.08435747445290231
TCGA-AA-3098,-0.14285714285714285,0.09753086419753086,0.13973214285714286,,,,0.4122222222222222,,0.24038800705467372,,0.1900600749559083
TCGA-AA-3099,-0.025727069351230425,0.010998877665544332,0.07053571428571428,,,,0.044444444444444446,,0.03672594701677476,,0.05363083065124452
TCGA-AA-3100,-0.14109939277724512,0.20404040404040405,0.15267857142857144,,,,0.3411111111111111,,0.34513979681764917,,0.2489091841231103
TCGA-AA-3101,0.0044742729306487695,0.003479236812570146,0.008705357142857143,,,,0.13666666666666666,,-0.0009950361180786236,,0.0038551605123892598
TCGA-AA-3102,-0.2486417385746245,0.20078563411896747,0.1515625,,,,0.22555555555555556,,0.44942737269359195,,0.30049493634679597
TCGA-AA-3103,-0.06871204857782039,-0.016722783389450057,0.026785714285714284,,,,0.2611111111111111,,0.051989265188370326,,0.03938748973704231
TCGA-AA-3104,-0.04953659316075423,-0.011672278338945005,0.0002232142857142857,,,,0.15666666666666668,,0.03786431482180923,,0.019043764553761756
TCGA-AA-3105,-0.062320230105465,0.0053872053872053875,-0.06339285714285714,,,,-0.03666666666666667,,0.06770743549267039,,0.0021572891749066236
TCGA-AA-3106,0.04106743368488335,0.027048260381593716,0.028794642857142855,,,,0.3433333333333333,,-0.014019173303289636,,0.00738773477692661
TCGA-AA-3107,-0.11025886864813039,0.03310886644219978,-0.041294642857142856,,,,0.35444444444444445,,0.14336773509033018,,0.05103654611659367
TCGA-AA-3108,-0.050175775007989774,0.045342312008978675,0.04732142857142857,,,,0.31222222222222223,,0.09551808701696846,,0.07141975779419851
TCGA-AA-3109,-0.03867050175775008,0.10359147025813692,-0.006696428571428571,,,,0.13,,0.142261972015887,,0.06778277172222921
TCGA-AA-3110,0.030680728667305847,0.07968574635241302,-0.11785714285714285,,,,-0.03,,0.04900501768510717,,-0.03442606258601784
TCGA-AA-3111,-0.09987216363055289,0.1490460157126824,0.16026785714285716,,,,0.37222222222222223,,0.2489181793432353,,0.2045930182430462
TCGA-AA-3112,-0.12480025567273889,0.18181818181818182,0.1705357142857143,,,,0.28555555555555556,,0.3066184374909207,,0.2385770758883175
TCGA-AA-3113,-0.024288910194950462,0.012794612794612794,-0.05357142857142857,,,,-0.06888888888888889,,0.03708352298956326,,-0.008243952790932655
TCGA-AA-3114,-0.15324384787472037,0.16487093153759821,0.14397321428571427,,,,0.4255555555555556,,0.3181147794123186,,0.23104399684901644
TCGA-AA-3115,-0.009747523170341962,0.07441077441077441,0.010714285714285714,,,,0.26,,0.08415829758111637,,0.047436291647701044
TCGA-AA-3116,-0.05209332054969639,0.02334455667789001,0.10044642857142858,,,,0.3011111111111111,,0.07543787722758641,,0.08794215289950749
TCGA-AA-3117,-0.18568232662192394,0.19517396184062852,0.065625,,,,0.10555555555555556,,0.3808562884625525,,0.22324064423127624
TCGA-AA-3118,-0.15739852988175135,0.09090909090909091,0.15625,,,,0.44333333333333336,,0.24830762079084226,,0.20227881039542112
TCGA-AA-3119,-0.004793863854266539,0.02031425364758698,-0.04397321428571429,,,,0.012222222222222223,,0.02510811750185352,,-0.009432548391930385
TCGA-AA-3120,-0.12703739213806328,0.08069584736251403,0.022098214285714287,,,,0.22333333333333333,,0.20773323950057732,,0.1149157268931458
TCGA-AA-3121,-0.05800575263662512,0.0590347923681257,0.0203125,,,,0.14555555555555555,,0.11704054500475082,,0.06867652250237541
TCGA-AA-3122,-0.02237136465324385,0.053759820426487095,0.04799107142857143,,,,0.22666666666666666,,0.07613118507973095,,0.06206112825415119
TCGA-AA-3123,-0.1257590284435922,0.21571268237934904,0.07767857142857143,,,,0.10333333333333333,,0.34147171082294125,,0.20957514112575634
TCGA-AA-3124,-0.10818152764461489,0.005050505050505051,0.0125,,,,0.07666666666666666,,0.11323203269511994,,0.06286601634755998
TCGA-AA-3125,-0.1914349632470438,0.21245791245791246,0.019866071428571427,,,,-0.08222222222222222,,0.40389287570495624,,0.21187947356676384
TCGA-AA-3126,-0.027165228507510387,-0.03041526374859708,-0.0671875,,,,-0.18222222222222223,,-0.003250035241086694,,-0.035218767620543344
TCGA-AA-3127,-0.10818152764461489,0.22356902356902356,0.12209821428571428,,,,0.23333333333333334,,0.33175055121363844,,0.22692438274967636
TCGA-AA-3128,-0.07046979865771812,0.05611672278338945,-0.024776785714285713,,,,-0.10666666666666667,,0.12658652144110757,,0.05090486786341093
TCGA-AA-3129,-0.1112176414189837,0.18855218855218855,0.13125,,,,0.24555555555555555,,0.29976982997117224,,0.21550991498558614
TCGA-AA-3130,-0.19702780441035475,0.19595959595959597,0.09821428571428571,,,,0.31222222222222223,,0.3929874003699507,,0.2456008430421182
TCGA-AA-3131,-0.12192393736017897,0.2164983164983165,0.06383928571428571,,,,0.057777777777777775,,0.33842225385849545,,0.20113076978639058
TCGA-AA-3132,-0.03867050175775008,0.019528619528619527,0.031919642857142855,,,,0.14555555555555555,,0.05819912128636961,,0.045059382071756235
TCGA-AA-3133,-0.0436241610738255,-0.04455667789001122,-0.0390625,,,,-0.0811111111111111,,-0.0009325168161857175,,-0.01999750840809286
TCGA-AA-3134,-0.1941514860977948,0.22053872053872053,0.18348214285714284,,,,0.30666666666666664,,0.41469020663651535,,0.2990861747468291
TCGA-AA-3135,-0.20262064557366571,0.12615039281705948,0.16316964285714286,,,,0.11222222222222222,,0.3287710383907252,,0.24597034062393403
TCGA-AA-3136,-0.06248002556727389,0.06531986531986532,-0.022767857142857142,,,,0.21,,0.12779989088713922,,0.05251601687214104
TCGA-AA-3137,-0.1008309364014062,0.058810325476992144,-0.054910714285714285,,,,0.15888888888888889,,0.15964126187839833,,0.052365273796342024
TCGA-AA-3138,-0.015020773410035155,0.011784511784511785,-0.07433035714285714,,,,0.23666666666666666,,0.02680528519454694,,-0.0237625359741551
TCGA-AA-3139,-0.0925215723873442,0.039169472502805835,0.04888392857142857,,,,0.23222222222222222,,0.13169104489015004,,0.0902874867307893
TCGA-AA-3140,-0.17433684883349312,0.20235690235690235,0.08616071428571428,,,,0.28888888888888886,,0.3766937511903955,,0.23142723273805488
TCGA-AA-3141,-0.07542345797379355,0.07530864197530865,-0.016964285714285713,,,,0.06666666666666667,,0.1507320999491022,,0.06688390711740824
TCGA-AA-3142,0.010546500479386385,-0.020650953984287318,0.0296875,,,,0.15555555555555556,,-0.031197454463673703,,-0.0007549772318368522
TCGA-AA-3143,0.014860977948226271,0.02727272727272727,-0.016294642857142858,,,,-0.03333333333333333,,0.012411749324501,,-0.001941446766320929
TCGA-AA-3144,-0.06040268456375839,0.047362514029180694,-0.059375,,,,0.05444444444444444,,0.1077651985929391,,0.024195099296469548
TCGA-AA-3145,-0.11217641418983701,0.14657687991021323,0.15200892857142856,,,,0.3477777777777778,,0.2587532941000502,,0.20538111133573939
TCGA-AA-3146,-0.03978906999041227,0.031200897867564536,-0.049107142857142856,,,,0.11555555555555555,,0.0709899678579768,,0.010941412500416973
TCGA-AA-3147,-0.12096516458932566,0.027384960718294053,-0.10915178571428572,,,,-0.06111111111111111,,0.1483501253076197,,0.019599169796666996
TCGA-AA-3148,-0.005912432086928731,0.011560044893378228,-0.025223214285714286,,,,0.03666666666666667,,0.017472476980306958,,-0.0038753686527036642
TCGA-AA-3149,-0.0572067753275807,-0.006285072951739619,-0.07477678571428571,,,,-0.07111111111111111,,0.05092170237584108,,-0.011927541669222316
TCGA-AA-3150,0.004953659316075424,0.025028058361391693,-0.06741071428571428,,,,-0.16111111111111112,,0.02007439904531627,,-0.023668157620199005
TCGA-AA-3151,-0.07110898050495366,0.042312008978675646,-0.020089285714285716,,,,0.2011111111111111,,0.1134209894836293,,0.046665851884671795
TCGA-AA-3152,-0.1363055289229786,0.20718294051627384,0.16808035714285716,,,,0.31,,0.34348846943925243,,0.2557844132910548
TCGA-AA-3153,0.011824864173857462,0.042199775533108864,0.008482142857142856,,,,0.08777777777777777,,0.030374911359251404,,0.01942852710819713
TCGA-AA-3154,-0.20118248641738576,0.22850729517396184,0.14174107142857142,,,,0.29444444444444445,,0.42968978159134763,,0.2857154265099595
TCGA-AA-3155,-0.010226909555768616,0.02951739618406285,-0.12678571428571428,,,,-0.07444444444444444,,0.03974430573983147,,-0.043520704272941406
TCGA-AA-3156,-0.12511984659635667,0.1995510662177329,0.1515625,,,,0.08555555555555555,,0.32467091281408955,,0.23811670640704477
TCGA-AA-3157,-0.05385107062959412,0.06453423120089787,-0.036383928571428574,,,,0.16,,0.11838530183049198,,0.0410006866295317
TCGA-AA-3158,-0.054490252476829655,0.08787878787878788,-0.10982142857142857,,,,-0.26,,0.14236904035561754,,0.016273805892094484
TCGA-AA-3159,-0.17737296260786195,0.23591470258136923,0.12901785714285716,,,,0.2388888888888889,,0.4132876651892312,,0.2711527611660442
TCGA-AA-3160,-0.10386705017577501,0.12334455667789002,0.09017857142857143,,,,0.14777777777777779,,0.22721160685366504,,0.15869508914111824
TCGA-AA-3161,-0.04234579737935443,0.020875420875420877,-0.07388392857142857,,,,-0.051111111111111114,,0.06322121825477531,,-0.0053313551583266325
TCGA-AA-3162,-0.011984659635666348,0.0051627384960718295,0.10446428571428572,,,,0.32555555555555554,,0.017147398131738177,,0.060805841923011944
TCGA-AA-3163,-0.07606263982102908,0.03423120089786756,-0.02299107142857143,,,,-0.058888888888888886,,0.11029384071889664,,0.043651384645162605
TCGA-AA-3164,-0.08676893576222436,0.1940516273849607,-0.03169642857142857,,,,-0.24666666666666667,,0.28082056314718506,,0.12456206728787825
TCGA-AA-3165,-0.14317673378076062,0.18787878787878787,0.15022321428571428,,,,0.12555555555555556,,0.3310555216595485,,0.24063936797263139
TCGA-AA-3166,-0.12480025567273889,0.20123456790123456,0.1627232142857143,,,,0.2544444444444444,,0.32603482357397345,,0.24437901892984387
TCGA-AA-3167,-0.07622243528283797,0.20763187429854096,0.159375,,,,0.35444444444444445,,0.2838543095813789,,0.22161465479068945
TCGA-AA-3168,-0.12815596037072546,0.17037037037037037,0.16361607142857143,,,,0.33,,0.2985263307410958,,0.23107120108483362
TCGA-AA-3169,-0.03243847874720358,0.039057239057239054,-0.05892857142857143,,,,-0.035555555555555556,,0.07149571780444264,,0.006283573187935605
TCGA-AA-3170,0.00031959092361776926,0.029854096520763186,0.009821428571428571,,,,0.33,,0.029534505597145416,,0.01967796708428699
TCGA-AA-3171,-0.05752636625119847,0.026936026936026935,0.03080357142857143,,,,0.23222222222222222,,0.0844623931872254,,0.057632982307898414
TCGA-AA-3172,-0.005113454777884308,-0.05387205387205387,0.0125,,,,0.13111111111111112,,-0.04875859909416956,,-0.018129299547084782
TCGA-AA-3173,-0.12639821029082773,0.07845117845117845,-0.11785714285714285,,,,-0.12777777777777777,,0.2048493887420062,,0.04349612294243167
TCGA-AA-3174,-0.048418024928092045,-0.011447811447811448,-0.06383928571428571,,,,-0.08777777777777777,,0.036970213480280595,,-0.013434536117002557
TCGA-AA-3175,-0.020453819111537232,0.06868686868686869,-0.078125,,,,-0.2088888888888889,,0.08914068779840592,,0.0055078438992029605
TCGA-AA-3176,-0.05800575263662512,0.05028058361391695,-0.08392857142857142,,,,-0.07111111111111111,,0.10828633625054207,,0.012178882410985324
TCGA-AA-3177,-0.09635666347075743,0.18024691358024691,0.12209821428571428,,,,0.24888888888888888,,0.27660357705100436,,0.1993508956683593
TCGA-AA-3178,-0.03515500159795462,0.0016835016835016834,0.0006696428571428571,,,,0.024444444444444446,,0.036838503281456304,,0.01875407306929958
TCGA-AA-3179,-0.09939277724512624,0.016722783389450057,0.029017857142857144,,,,0.12333333333333334,,0.1161155606345763,,0.07256670888871672
TCGA-AA-3180,0.005433045701502077,0.006846240179573513,-0.0421875,,,,0.14555555555555555,,0.0014131944780714362,,-0.020387152760964283
TCGA-AA-3181,-0.09747523170341962,0.18518518518518517,0.1421875,,,,0.29444444444444445,,0.28266041688860477,,0.2124239584443024
TCGA-AA-3182,0.061201661872802814,0.0728395061728395,-0.039285714285714285,,,,0.10666666666666667,,0.011637844300036691,,-0.013823934992838797
TCGA-AA-3183,-0.09379993608181528,0.18114478114478114,0.16607142857142856,,,,0.21222222222222223,,0.2749447172265964,,0.22050807289901247
TCGA-AA-3184,-0.12096516458932566,0.05488215488215488,-0.011830357142857142,,,,0.20444444444444446,,0.17584731947148052,,0.0820084811643117
TCGA-AA-3185,-0.014860977948226271,-0.015039281705948373,-0.0140625,,,,0.14666666666666667,,-0.00017830375772210152,,-0.007120401878861051
TCGA-AA-3186,-0.03131991051454139,0.048597081930415266,-0.04977678571428571,,,,0.0077777777777777776,,0.07991699244495665,,0.015070103365335468
TCGA-AA-3187,-0.031000319590923617,0.0409652076318743,-0.05513392857142857,,,,0.16555555555555557,,0.07196552722279792,,0.008415799325684675
TCGA-AA-3188,-0.033237456056248005,-0.05510662177328844,0.013839285714285714,,,,0.1,,-0.021869165717040437,,-0.004014940001377362
TCGA-AA-3189,-0.08085650367529562,0.09775533108866442,-0.012053571428571429,,,,0.18333333333333332,,0.17861183476396003,,0.0832791316676943
TCGA-AA-3190,-0.16347075743048897,0.16947250280583614,0.15,,,,0.30777777777777776,,0.33294326023632514,,0.24147163011816258
TCGA-AA-3191,-0.02556727388942154,0.08945005611672278,0.015401785714285715,,,,0.25555555555555554,,0.11501733000614432,,0.06520955786021501
TCGA-AA-3192,-0.17641418983700863,0.2011223344556678,0.13616071428571427,,,,0.3322222222222222,,0.3775365242926764,,0.25684861928919533
TCGA-AA-3193,-0.1382230744646852,0.1968574635241302,0.08013392857142858,,,,0.012222222222222223,,0.33508053798881543,,0.207607233280122
TCGA-AA-3194,-0.06695429849792266,0.027609427609427608,-0.056473214285714286,,,,-0.25222222222222224,,0.09456372610735027,,0.01904525591081799
